,Gene,Gene2,Correlation
983356,PIK3CB,KIRREL1,-0.199
983357,PIK3CB,WASL,-0.199
983358,PIK3CB,TMEM106B,-0.199
983359,PIK3CB,TRIM3,-0.199
983360,PIK3CB,PON2,-0.199
983361,PIK3CB,CNPY4,-0.198
983362,PIK3CB,GNS,-0.198
983363,PIK3CB,CTSK,-0.198
983364,PIK3CB,SLC37A3,-0.198
983365,PIK3CB,COL6A2,-0.197
983366,PIK3CB,CCDC107,-0.197
983367,PIK3CB,SND1,-0.197
983368,PIK3CB,FASTK,-0.196
983369,PIK3CB,COPS8,-0.196
983370,PIK3CB,ARHGEF5,-0.225
983371,PIK3CB,TNPO3,-0.22
983372,PIK3CB,PRSS1,-0.218
983373,PIK3CB,PRSS2,-0.217
983374,PIK3CB,LUZP6,-0.214
983375,PIK3CB,TSPAN33,-0.213
983376,PIK3CB,SLC13A4,-0.213
983377,PIK3CB,FAM180A,-0.213
983378,PIK3CB,NUP205,-0.212
983379,PIK3CB,EZH2,-0.211
983380,PIK3CB,CUL1,-0.21
983381,PIK3CB,C7orf33,-0.21
983382,PIK3CB,TRPV5,-0.21
983383,PIK3CB,TRPV6,-0.21
983384,PIK3CB,EPHB6,-0.21
983385,PIK3CB,MRPS33,-0.21
983386,PIK3CB,SMO,-0.21
983387,PIK3CB,CHRM2,-0.209
983388,PIK3CB,PTN,-0.208
983389,PIK3CB,KEL,-0.207
983390,PIK3CB,LLCFC1,-0.207
983391,PIK3CB,DGKI,-0.207
983392,PIK3CB,ADCK2,-0.206
983393,PIK3CB,CNTNAP2,-0.206
983394,PIK3CB,GPR37,-0.206
983395,PIK3CB,ZYX,-0.206
983396,PIK3CB,BRAF,-0.206
983397,PIK3CB,FAM131B,-0.206
983398,PIK3CB,AHCYL2,-0.206
983399,PIK3CB,CYREN,-0.206
983400,PIK3CB,WDR91,-0.206
983401,PIK3CB,OR2A7,-0.206
983402,PIK3CB,POT1,-0.205
983403,PIK3CB,TAS2R60,-0.205
983404,PIK3CB,STRIP2,-0.205
983405,PIK3CB,PDIA4,-0.205
983406,PIK3CB,TPK1,-0.205
983407,PIK3CB,EPHA1,-0.205
983408,PIK3CB,ZNF786,-0.205
983409,PIK3CB,CREB3L2,-0.204
983410,PIK3CB,AKR1D1,-0.204
983411,PIK3CB,TMEM178B,-0.204
983412,PIK3CB,ATP6V0A4,-0.203
983413,PIK3CB,AKR1B1,-0.203
983414,PIK3CB,AGK,-0.203
983415,PIK3CB,ZC3HAV1L,-0.203
983416,PIK3CB,TMEM213,-0.203
983417,PIK3CB,KIAA1549,-0.203
983418,PIK3CB,AKR1B15,-0.202
983419,PIK3CB,DENND2A,-0.202
983420,PIK3CB,PIP,-0.202
983421,PIK3CB,OR6V1,-0.202
983422,PIK3CB,ZNF746,-0.202
983423,PIK3CB,SMKR1,-0.202
983424,PIK3CB,ZNF777,-0.202
983425,PIK3CB,ZNF212,-0.202
983426,PIK3CB,ZNF425,-0.202
983427,PIK3CB,BPGM,-0.202
983428,PIK3CB,TMEM139,-0.201
983429,PIK3CB,ZNF398,-0.201
983430,PIK3CB,TRIM24,-0.201
983431,PIK3CB,SVOPL,-0.201
983432,PIK3CB,SSBP1,-0.201
983433,PIK3CB,ZNF282,-0.201
983434,PIK3CB,ZNF783,-0.201
983435,PIK3CB,TAS2R5,-0.201
983436,PIK3CB,TAS2R4,-0.201
983437,PIK3CB,TAS2R3,-0.201
983438,PIK3CB,TTC26,-0.201
983439,PIK3CB,GPR137C,0.17600000000000002
983440,PIK3CB,DNAL1,0.173
983441,PIK3CB,TXNDC16,0.172
983442,PIK3CB,ACOT2,0.171
983443,PIK3CB,ACOT6,0.171
983444,PIK3CB,ACOT4,0.171
983445,PIK3CB,PTGER2,0.171
983446,PIK3CB,ERO1A,0.171
983447,PIK3CB,PSMC6,0.171
983448,PIK3CB,GALNT16,0.171
983449,PIK3CB,EXD2,0.171
983450,PIK3CB,DCAF5,0.171
983451,PIK3CB,GNPNAT1,0.17
983452,PIK3CB,STYX,0.17
983453,PIK3CB,KLHDC1,0.16899999999999998
983454,PIK3CB,PTGR2,0.16899999999999998
983455,PIK3CB,ZNF410,0.168
983456,PIK3CB,NEMF,0.168
983457,PIK3CB,KLHDC2,0.168
983458,PIK3CB,DDHD1,0.16699999999999998
983459,PIK3CB,COQ6,0.16699999999999998
983460,PIK3CB,FAM161B,0.16699999999999998
983461,PIK3CB,BBOF1,0.16699999999999998
983462,PIK3CB,ENTPD5,0.16699999999999998
983463,PIK3CB,CDKN3,0.16699999999999998
983464,PIK3CB,GNG2,0.16699999999999998
983465,PIK3CB,NID2,0.16699999999999998
983466,PIK3CB,RTRAF,0.16699999999999998
983467,PIK3CB,GMFB,0.16699999999999998
983468,PIK3CB,CNIH1,0.16699999999999998
983469,PIK3CB,PNMA1,0.16699999999999998
983470,PIK3CB,ELMSAN1,0.16699999999999998
983471,PIK3CB,MAPK1IP1L,0.16699999999999998
983472,PIK3CB,SOCS4,0.16699999999999998
983473,PIK3CB,CGRRF1,0.166
983474,PIK3CB,SAMD4A,0.166
983475,PIK3CB,WDHD1,0.166
983476,PIK3CB,ADAM20,0.165
983477,PIK3CB,ADAM21,0.165
983478,PIK3CB,TTC9,0.165
983479,PIK3CB,MED6,0.165
983480,PIK3CB,MAP3K9,0.165
983481,PIK3CB,PAPLN,0.165
983482,PIK3CB,ZC2HC1C,0.165
983483,PIK3CB,MLH3,0.165
983484,PIK3CB,EIF2B2,0.165
983485,PIK3CB,ACYP1,0.165
983486,PIK3CB,RBM25,0.165
983487,PIK3CB,ACOT1,0.165
983488,PIK3CB,HEATR4,0.165
983489,PIK3CB,SEC23A,0.165
983490,PIK3CB,PSEN1,0.165
983491,PIK3CB,GCH1,0.165
983492,PIK3CB,ARF6,0.16399999999999998
983493,PIK3CB,KTN1,0.16399999999999998
983494,PIK3CB,PCNX1,0.16399999999999998
983495,PIK3CB,ALDH6A1,0.16399999999999998
983496,PIK3CB,NUMB,0.16399999999999998
983497,PIK3CB,AREL1,0.16399999999999998
983498,PIK3CB,BMP4,0.163
983499,PIK3CB,ZFYVE1,0.163
983500,PIK3CB,VCPKMT,0.163
983501,PIK3CB,SOS2,0.163
983502,PIK3CB,CCDC198,0.163
983503,PIK3CB,DNAAF2,0.163
983504,PIK3CB,POLE2,0.163
983505,PIK3CB,NEK9,0.163
983506,PIK3CB,ATL1,0.163
983507,PIK3CB,LIN52,0.163
983508,PIK3CB,DCAF4,0.163
983509,PIK3CB,FRMD6,0.163
983510,PIK3CB,EXOC5,0.163
983511,PIK3CB,SLC39A9,0.162
983512,PIK3CB,ERH,0.162
983513,PIK3CB,PGF,0.162
983514,PIK3CB,NAA30,0.162
983515,PIK3CB,KCNMB3,0.162
983516,PIK3CB,RPS29,0.162
983517,PIK3CB,ATG14,0.162
983518,PIK3CB,SAV1,0.162
983519,PIK3CB,DLGAP5,0.162
983520,PIK3CB,LGALS3,0.162
983521,PIK3CB,FCF1,0.162
983522,PIK3CB,TBPL2,0.162
983523,PIK3CB,TRIM9,0.161
983524,PIK3CB,GNB4,0.161
983525,PIK3CB,MFN1,0.161
983526,PIK3CB,ZNF639,0.161
983527,PIK3CB,SFTA2,-0.193
983528,PIK3CB,PTEN,-0.155
983529,PIK3CB,DDB2,-0.153
983530,PIK3CB,HDAC7,-0.147
983531,PIK3CB,SYNPR,-0.147
983532,PIK3CB,C10orf99,-0.14300000000000002
983533,PIK3CB,TSG101,-0.142
983534,PIK3CB,MPHOSPH6,-0.138
983535,PIK3CB,C4orf33,-0.135
983536,PIK3CB,DGKG,-0.134
983537,PIK3CB,TBC1D26,-0.134
983538,PIK3CB,OR10G7,-0.134
983539,PIK3CB,CLDN25,-0.133
983540,PIK3CB,SGTB,-0.133
983541,PIK3CB,LONRF2,-0.133
983542,PIK3CB,GAS2,-0.132
983543,PIK3CB,ZNF511,-0.128
983544,PIK3CB,NUDT16L1,-0.127
983545,PIK3CB,SENP5,0.124
983546,PIK3CB,PPM1H,0.122
983547,PIK3CB,ZDHHC22,-0.122
983548,PIK3CB,SUGT1,0.121
983549,PIK3CB,IQCK,-0.121
983550,PIK3CB,CAMK2N1,-0.12
983551,PIK3CB,PAM,0.118
983552,PIK3CB,TMEM88,-0.118
983553,PIK3CB,PCF11,0.118
983554,PIK3CB,DNHD1,0.117
983555,PIK3CB,HESX1,-0.117
983556,PIK3CB,C16orf87,-0.117
983557,PIK3CB,NPR2,0.117
983558,PIK3CB,C15orf65,-0.116
983559,PIK3CB,HK3,-0.116
983560,PIK3CB,AURKB,-0.115
983561,PIK3CB,CXorf21,-0.115
983562,PIK3CB,HOOK3,0.114
983563,PIK3CB,FLG,0.113
983564,PIK3CB,FAM153B,-0.113
983565,PIK3CB,CDC14B,0.113
983566,PIK3CB,FBN2,0.112
983567,PIK3CB,MTMR10,0.112
983568,PIK3CB,PATJ,0.111
983569,PIK3CB,RFXANK,-0.111
983570,PIK3CB,FAM89B,-0.11
983571,PIK3CB,IRX3,-0.11
983572,PIK3CB,ST7L,-0.11
983573,PIK3CB,MAP3K19,0.11
983574,PIK3CB,IL18BP,-0.11
983575,PIK3CB,AQP3,-0.11
983576,PIK3CB,COL15A1,0.11
983577,PIK3CB,ETV3,0.109
983578,PIK3CB,ITPRIPL1,0.109
983579,PIK3CB,GTF2H5,-0.109
983580,PIK3CB,FAM169A,-0.109
983581,PIK3CB,ZNF347,0.109
983582,PIK3CB,FAM92B,0.108
983583,PIK3CB,HDAC5,-0.108
983584,PIK3CB,TIFAB,-0.108
983585,PIK3CB,RABIF,-0.107
983586,PIK3CB,EEF2KMT,-0.106
983587,PIK3CB,ITGAM,0.106
983588,PIK3CB,FARP1,0.106
983589,PIK3CB,DHX38,0.106
983590,PIK3CB,SMPX,-0.105
983591,PIK3CB,VHL,-0.105
983592,PIK3CB,NAXE,0.105
983593,PIK3CB,VANGL2,0.105
983594,PIK3CB,ADAMDEC1,0.105
983595,PIK3CB,PUS7,0.104
983596,PIK3CB,FXR2,0.104
983597,PIK3CB,CEP19,-0.104
983598,PIK3CB,OR1C1,0.103
983599,PIK3CB,NBL1,-0.103
983600,PIK3CB,ZNF221,0.103
983601,PIK3CB,RPL39L,-0.103
983602,PIK3CB,LBP,-0.103
983603,PIK3CB,CDC42EP4,-0.103
983604,PIK3CB,NUP62,0.102
983605,PIK3CB,DISP2,0.102
983606,PIK3CB,NCEH1,-0.102
983607,PIK3CB,HBA1,0.102
983608,PIK3CB,CRYBB2,-0.101
983609,PIK3CB,GTF2H3,-0.101
983610,PIK3CB,ZCCHC9,0.101
983611,PIK3CB,UGT2B17,-0.101
983612,PIK3CB,SAXO1,-0.1
983613,PIK3CB,SMIM9,-0.1
983614,PIK3CB,CRYAA,-0.1
983615,PIK3CB,CDPF1,0.099
983616,PIK3CB,FCRL4,0.099
983617,PIK3CB,PYGL,0.098
983618,PIK3CB,KCNQ3,-0.098
983619,PIK3CB,VEGFD,-0.097
1095196,MAP1LC3B,CBLN1,0.19
1095197,MAP1LC3B,IER5,-0.188
1095198,MAP1LC3B,SLC44A5,-0.185
1095199,MAP1LC3B,COL8A1,-0.181
1095200,MAP1LC3B,RCC1,0.17600000000000002
1095201,MAP1LC3B,ARHGAP18,-0.174
1095202,MAP1LC3B,CHMP1A,0.173
1095203,MAP1LC3B,KCNG4,0.172
1095204,MAP1LC3B,WIPI2,0.171
1095205,MAP1LC3B,VPS9D1,0.171
1095206,MAP1LC3B,NRN1L,0.17
1095207,MAP1LC3B,CHEK2,0.16899999999999998
1095208,MAP1LC3B,ZCCHC14,0.16899999999999998
1095209,MAP1LC3B,KIF9,0.168
1095210,MAP1LC3B,DEPDC4,0.168
1095211,MAP1LC3B,B3GNT9,0.166
1095212,MAP1LC3B,DNAJC4,-0.165
1095213,MAP1LC3B,LSM8,0.165
1095214,MAP1LC3B,JPH3,0.16399999999999998
1095215,MAP1LC3B,UQCRHL,0.16399999999999998
1095216,MAP1LC3B,MAP3K20,0.161
1095217,MAP1LC3B,RGP1,-0.161
1095218,MAP1LC3B,KCNQ5,-0.16
1095219,MAP1LC3B,TP53INP1,0.159
1095220,MAP1LC3B,CA5A,0.158
1095221,MAP1LC3B,ANKLE2,0.158
1095222,MAP1LC3B,SLC25A10,0.157
1095223,MAP1LC3B,TMEM176B,0.157
1095224,MAP1LC3B,CHST4,0.156
1095225,MAP1LC3B,RFC2,0.155
1095226,MAP1LC3B,KRTAP19-3,-0.153
1095227,MAP1LC3B,HIGD1C,0.153
1095228,MAP1LC3B,CALB2,0.153
1095229,MAP1LC3B,TCIRG1,0.153
1095230,MAP1LC3B,BBS1,0.152
1095231,MAP1LC3B,PDK1,0.152
1095232,MAP1LC3B,IGSF9B,0.152
1095233,MAP1LC3B,RNF121,0.152
1095234,MAP1LC3B,BCL7A,0.152
1095235,MAP1LC3B,SLC16A5,0.151
1095236,MAP1LC3B,TLR2,0.151
1095237,MAP1LC3B,ADPRHL1,0.151
1095238,MAP1LC3B,SMC2,0.151
1095239,MAP1LC3B,H3C7,-0.15
1095240,MAP1LC3B,IL21,-0.15
1095241,MAP1LC3B,SVOPL,0.15
1095242,MAP1LC3B,GPD1,0.15
1095243,MAP1LC3B,COG3,-0.149
1095244,MAP1LC3B,PEBP1,0.149
1095245,MAP1LC3B,C15orf61,-0.149
1095246,MAP1LC3B,CEP131,0.149
1095247,MAP1LC3B,ZNF12,0.14800000000000002
1095248,MAP1LC3B,PDE5A,0.14800000000000002
1095249,MAP1LC3B,ACKR3,0.147
1095250,MAP1LC3B,STRBP,0.147
1095251,MAP1LC3B,KRR1,0.147
1095252,MAP1LC3B,DEF8,0.147
1095253,MAP1LC3B,TEPP,0.146
1095254,MAP1LC3B,SMIM20,0.146
1095255,MAP1LC3B,ZNF10,0.146
1095256,MAP1LC3B,PRPF39,-0.145
1095257,MAP1LC3B,ZSCAN21,0.145
1095258,MAP1LC3B,WIPF3,0.14400000000000002
1095259,MAP1LC3B,SLCO1B3,0.14400000000000002
1095260,MAP1LC3B,EHD3,0.14400000000000002
1095261,MAP1LC3B,RNF34,0.14400000000000002
1095262,MAP1LC3B,GAL3ST2,0.14400000000000002
1095263,MAP1LC3B,FBXO21,0.14400000000000002
1095264,MAP1LC3B,OR1E2,0.14400000000000002
1095265,MAP1LC3B,OXLD1,0.14300000000000002
1095266,MAP1LC3B,TAS2R20,0.14300000000000002
1095267,MAP1LC3B,LUZP1,0.14300000000000002
1095268,MAP1LC3B,MEAK7,0.14300000000000002
1095269,MAP1LC3B,WFDC2,-0.14300000000000002
1095270,MAP1LC3B,ALPP,0.142
1095271,MAP1LC3B,UNC5A,0.142
1095272,MAP1LC3B,IGSF10,0.141
1095273,MAP1LC3B,CD164L2,0.141
1095274,MAP1LC3B,OR14A16,0.141
1095275,MAP1LC3B,DIRAS2,0.141
1095276,MAP1LC3B,ATM,0.141
1095277,MAP1LC3B,RACGAP1,0.141
1095278,MAP1LC3B,KLK4,0.14
1095279,MAP1LC3B,TP53,0.14
1095280,MAP1LC3B,ESPL1,0.14
1095281,MAP1LC3B,FNTA,-0.139
1095282,MAP1LC3B,KRTAP13-1,-0.139
1095283,MAP1LC3B,ACACB,0.139
1095284,MAP1LC3B,SNAPC5,-0.139
1095285,MAP1LC3B,LGALS2,-0.139
1095286,MAP1LC3B,HSD3B2,-0.138
1095287,MAP1LC3B,CPNE7,0.138
1095288,MAP1LC3B,KRTAP4-11,-0.138
1095289,MAP1LC3B,TBC1D10B,-0.138
1095290,MAP1LC3B,ATG4B,0.13699999999999998
1095291,MAP1LC3B,FOXJ1,0.13699999999999998
1095292,MAP1LC3B,VSIG1,-0.13699999999999998
1095293,MAP1LC3B,NUP62,0.13699999999999998
1095294,MAP1LC3B,DAO,0.13699999999999998
1095295,MAP1LC3B,HRH3,-0.163
1095296,MAP1LC3B,ST8SIA3,-0.162
1095297,MAP1LC3B,SEPTIN4,-0.16
1095298,MAP1LC3B,SSTR4,-0.16
1095299,MAP1LC3B,CFDP1,-0.159
1095300,MAP1LC3B,MIOX,0.158
1095301,MAP1LC3B,AMER3,-0.156
1095302,MAP1LC3B,SLC13A1,-0.156
1095303,MAP1LC3B,PPM1E,-0.155
1095304,MAP1LC3B,H4C2,-0.154
1095305,MAP1LC3B,C1QTNF4,-0.149
1095306,MAP1LC3B,ACTL6B,-0.149
1095307,MAP1LC3B,CACNG2,-0.149
1095308,MAP1LC3B,CACNG1,-0.14800000000000002
1095309,MAP1LC3B,TRIM67,-0.14800000000000002
1095310,MAP1LC3B,CNGA3,-0.14800000000000002
1095311,MAP1LC3B,FAS,0.147
1095312,MAP1LC3B,RIMS4,-0.146
1095313,MAP1LC3B,IGFBPL1,-0.14400000000000002
1095314,MAP1LC3B,UNC79,-0.14400000000000002
1095315,MAP1LC3B,RAB3C,-0.14300000000000002
1095316,MAP1LC3B,WRNIP1,-0.14300000000000002
1095317,MAP1LC3B,SYT14,-0.142
1095318,MAP1LC3B,H3C11,-0.142
1095319,MAP1LC3B,CHST8,-0.142
1095320,MAP1LC3B,GLIPR1L1,-0.142
1095321,MAP1LC3B,NRSN1,-0.141
1095322,MAP1LC3B,RELL2,-0.141
1095323,MAP1LC3B,UNC80,-0.14
1095324,MAP1LC3B,CXorf66,-0.14
1095325,MAP1LC3B,INSRR,-0.14
1095326,MAP1LC3B,SCRT2,-0.139
1095327,MAP1LC3B,TTBK1,-0.139
1095328,MAP1LC3B,SNRNP48,-0.138
1095329,MAP1LC3B,DDX25,-0.138
1095330,MAP1LC3B,ELAVL3,-0.138
1095331,MAP1LC3B,ZSCAN12,-0.13699999999999998
1095332,MAP1LC3B,KRBA2,-0.13699999999999998
1095333,MAP1LC3B,GDAP1L1,-0.13699999999999998
1095334,MAP1LC3B,KRTAP5-1,-0.13699999999999998
1095335,MAP1LC3B,SCG3,-0.13699999999999998
1095336,MAP1LC3B,PHF21B,-0.13699999999999998
1095337,MAP1LC3B,GRK4,-0.13699999999999998
1095338,MAP1LC3B,SNAP91,-0.136
1095339,MAP1LC3B,RHBDF2,0.136
1095340,MAP1LC3B,TNFSF9,0.135
1095341,MAP1LC3B,SEC14L6,0.135
1095342,MAP1LC3B,BEX1,-0.134
1095343,MAP1LC3B,TLR7,0.134
1095344,MAP1LC3B,ATCAY,-0.134
1095345,MAP1LC3B,VSTM2A,-0.133
1095346,MAP1LC3B,SMR3A,-0.133
1095347,MAP1LC3B,SGSM1,-0.133
1095348,MAP1LC3B,MTMR7,-0.133
1095349,MAP1LC3B,COQ10A,-0.133
1095350,MAP1LC3B,SEZ6L,-0.133
1095351,MAP1LC3B,XKR7,-0.132
1095352,MAP1LC3B,FRY,-0.132
1095353,MAP1LC3B,CELF4,-0.132
1095354,MAP1LC3B,STOML3,-0.132
1095355,MAP1LC3B,CEACAM16,0.131
1095356,MAP1LC3B,GNRH1,-0.131
1095357,MAP1LC3B,GPR137C,-0.13
1095358,MAP1LC3B,CBLN3,0.13
1095359,MAP1LC3B,SMIM18,-0.13
1095360,MAP1LC3B,MLYCD,-0.13
1095361,MAP1LC3B,DCXR,-0.13
1095362,MAP1LC3B,NFKB2,0.129
1095363,MAP1LC3B,SS18L1,-0.129
1095364,MAP1LC3B,CDK5R2,-0.129
1095365,MAP1LC3B,ZNF286B,-0.129
1095366,MAP1LC3B,TEX14,-0.129
1095367,MAP1LC3B,TRIM5,0.128
1095368,MAP1LC3B,CHD6,-0.128
1095369,MAP1LC3B,NOVA2,-0.127
1095370,MAP1LC3B,CTXN2,-0.127
1095371,MAP1LC3B,PCBP3,-0.126
1095372,MAP1LC3B,TMEM121B,-0.126
1095373,MAP1LC3B,EPHA8,-0.126
1095374,MAP1LC3B,GPCPD1,-0.126
1095375,MAP1LC3B,ONECUT2,-0.126
1095376,MAP1LC3B,SP110,0.126
1095377,MAP1LC3B,RIC3,-0.126
1095378,MAP1LC3B,NACAD,-0.125
1095379,MAP1LC3B,SLC35G6,-0.125
1095380,MAP1LC3B,KBTBD7,-0.125
1095381,MAP1LC3B,CASP10,0.125
1095382,MAP1LC3B,MYT1L,-0.124
1095383,MAP1LC3B,FNDC5,-0.124
1095384,MAP1LC3B,PTCH2,-0.124
1095385,MAP1LC3B,MYT1,-0.124
1095386,MAP1LC3B,RALGAPA2,-0.124
1095387,MAP1LC3B,CTIF,-0.124
1095388,MAP1LC3B,DUSP22,-0.19
1095389,MAP1LC3B,PDX1,-0.136
1095390,MAP1LC3B,CDX2,-0.136
1095391,MAP1LC3B,URAD,-0.136
1095392,MAP1LC3B,PPP2R5C,-0.13
1095393,MAP1LC3B,SETD3,-0.122
1095394,MAP1LC3B,ZNF839,-0.122
1095395,MAP1LC3B,LGR5,0.121
1095396,MAP1LC3B,CINP,-0.119
1095397,MAP1LC3B,BCL11B,-0.119
1095398,MAP1LC3B,HHIPL1,-0.119
1095399,MAP1LC3B,WDR25,-0.118
1095400,MAP1LC3B,BEGAIN,-0.117
1095401,MAP1LC3B,WARS1,-0.116
1095402,MAP1LC3B,CCNK,-0.116
1095403,MAP1LC3B,CCDC85C,-0.116
1095404,MAP1LC3B,YY1,-0.114
1095405,MAP1LC3B,CYP46A1,-0.114
1095406,MAP1LC3B,EML1,-0.113
1095407,MAP1LC3B,DLK1,-0.112
1095408,MAP1LC3B,SLC25A47,-0.112
1095409,MAP1LC3B,RTL1,-0.112
1095410,MAP1LC3B,C14orf177,-0.112
1095411,MAP1LC3B,LMF1,0.112
1095412,MAP1LC3B,SLC25A29,-0.112
1095413,MAP1LC3B,DOK2,-0.125
1095414,MAP1LC3B,XPO7,-0.125
1095415,MAP1LC3B,NPM2,-0.124
1095416,MAP1LC3B,FGF17,-0.118
1095417,MAP1LC3B,CHMP7,-0.117
1095418,MAP1LC3B,DMTN,-0.117
1095419,MAP1LC3B,FAM160B2,-0.116
1095420,MAP1LC3B,ANGPT2,-0.116
1095421,MAP1LC3B,LPL,-0.116
1095422,MAP1LC3B,LZTS1,-0.116
1095423,MAP1LC3B,ATP6V1B2,-0.116
1095424,MAP1LC3B,SLC18A1,-0.116
1095425,MAP1LC3B,NAT2,-0.116
1095426,MAP1LC3B,NAT1,-0.116
1095427,MAP1LC3B,CLOCK,-0.116
1095428,MAP1LC3B,INTS10,-0.114
1095429,MAP1LC3B,KIT,-0.114
1095430,MAP1LC3B,TNFRSF10B,-0.113
1095431,MAP1LC3B,RHOBTB2,-0.113
1095432,MAP1LC3B,HR,-0.113
1095433,MAP1LC3B,SRD5A3,-0.113
1095434,MAP1LC3B,TMEM165,-0.113
1095435,MAP1LC3B,TNFRSF10A,-0.113
1095436,MAP1LC3B,MCPH1,-0.113
1095437,MAP1LC3B,CSGALNACT1,-0.112
1095438,MAP1LC3B,ENTPD4,-0.112
1095439,MAP1LC3B,SLC25A37,-0.112
1095440,MAP1LC3B,LOXL2,-0.112
1095441,MAP1LC3B,R3HCC1,-0.112
1095442,MAP1LC3B,DEFB4A,-0.112
1095443,MAP1LC3B,ZNF705B,-0.112
1095444,MAP1LC3B,USP17L3,-0.112
1095445,MAP1LC3B,PPP3CC,-0.111
1095446,MAP1LC3B,DEFA6,-0.111
1095447,MAP1LC3B,DEFA4,-0.111
1095448,MAP1LC3B,PSD3,-0.111
1095449,MAP1LC3B,EBF2,-0.111
1095450,MAP1LC3B,SH2D4A,-0.111
1095451,MAP1LC3B,GFRA2,-0.111
1095452,MAP1LC3B,PEBP4,-0.111
1095453,MAP1LC3B,DEFA1,-0.11
1095454,MAP1LC3B,ZNF705G,-0.11
1095455,MAP1LC3B,DEFB4B,-0.11
1095456,MAP1LC3B,DEFA5,-0.11
1095457,MAP1LC3B,SFTPC,-0.11
1095458,MAP1LC3B,PIWIL2,-0.11
1095459,MAP1LC3B,LGI3,-0.11
1095460,MAP1LC3B,BMP1,-0.11
1095461,MAP1LC3B,POLR3D,-0.11
1095462,MAP1LC3B,REEP4,-0.11
1095463,MAP1LC3B,PHYHIP,-0.11
1095464,MAP1LC3B,PDLIM2,-0.109
1095465,MAP1LC3B,CCAR2,-0.109
1095466,MAP1LC3B,BIN3,-0.109
1095467,MAP1LC3B,C8orf58,-0.109
1095468,MAP1LC3B,EGR3,-0.109
1095469,MAP1LC3B,SORBS3,-0.109
1095470,MAP1LC3B,SLC39A14,-0.109
1095471,MAP1LC3B,ADRA1A,-0.109
1095472,MAP1LC3B,STC1,-0.108
1095473,MAP1LC3B,CHIC2,-0.107
1095474,MAP1LC3B,GSX2,-0.107
1095475,MAP1LC3B,ADAM7,-0.107
1095476,MAP1LC3B,ADAMDEC1,-0.107
1095477,MAP1LC3B,ADAM28,-0.107
1095478,MAP1LC3B,PDGFRA,-0.107
1095479,MAP1LC3B,NKX3-1,-0.107
1095480,MAP1LC3B,DEFB1,-0.107
1095481,MAP1LC3B,PRAG1,-0.107
1095482,MAP1LC3B,DOCK5,-0.107
1095483,MAP1LC3B,NKAP,-0.15
1095484,MAP1LC3B,ATPAF1,-0.14
1095485,MAP1LC3B,LIMS2,-0.139
1095486,MAP1LC3B,NSRP1,-0.138
1095487,MAP1LC3B,NT5C3B,-0.134
1095488,MAP1LC3B,MFSD6L,-0.134
1095489,MAP1LC3B,GP9,-0.134
1095490,MAP1LC3B,SLC35A5,-0.133
1095491,MAP1LC3B,VHL,0.131
1095492,MAP1LC3B,PLPP2,-0.13
1095493,MAP1LC3B,USHBP1,-0.129
1095494,MAP1LC3B,CCDC63,0.129
1095495,MAP1LC3B,EDEM3,-0.127
1095496,MAP1LC3B,BUB3,-0.123
1095497,MAP1LC3B,RRAS2,-0.122
1095498,MAP1LC3B,CASR,-0.122
1095499,MAP1LC3B,HBG1,-0.121
1095500,MAP1LC3B,RPL21,-0.119
1095501,MAP1LC3B,REG1B,-0.119
1095502,MAP1LC3B,HTR3C,-0.118
1095503,MAP1LC3B,MS4A1,-0.118
1095504,MAP1LC3B,MYBPC2,0.118
1095505,MAP1LC3B,ZNF726,-0.117
1095506,MAP1LC3B,CLCN3,-0.117
1095507,MAP1LC3B,MED19,0.117
1095508,MAP1LC3B,CCDC178,-0.116
1095509,MAP1LC3B,PTMA,-0.116
1095510,MAP1LC3B,SLC40A1,-0.116
1095511,MAP1LC3B,C1D,-0.115
1095512,MAP1LC3B,RGS7,-0.115
1095513,MAP1LC3B,FFAR4,-0.114
1095514,MAP1LC3B,HNRNPUL1,-0.114
1095515,MAP1LC3B,RPL17,-0.114
1095516,MAP1LC3B,RAB15,0.114
1095517,MAP1LC3B,ATP6V1E2,-0.113
1095518,MAP1LC3B,LARP7,-0.113
1095519,MAP1LC3B,SYT12,-0.113
1095520,MAP1LC3B,NANOS2,0.112
1095521,MAP1LC3B,BTRC,-0.112
1095522,MAP1LC3B,CSPG5,-0.112
1095523,MAP1LC3B,OTC,-0.111
1095524,MAP1LC3B,RNF5,-0.111
1095525,MAP1LC3B,BMP7,0.111
1095526,MAP1LC3B,HRAS,-0.111
1095527,MAP1LC3B,TRARG1,-0.11
1095528,MAP1LC3B,CHCHD3,-0.11
1095529,MAP1LC3B,GALK1,0.11
1095530,MAP1LC3B,KIAA1109,0.11
1095531,MAP1LC3B,DPPA3,-0.109
1095532,MAP1LC3B,SSH2,-0.109
1095533,MAP1LC3B,MAD2L1,-0.108
1095534,MAP1LC3B,RPRD1B,0.108
1095535,MAP1LC3B,COL12A1,-0.108
1095536,MAP1LC3B,LILRB4,-0.107
1095537,MAP1LC3B,IFT81,-0.107
1095538,MAP1LC3B,MSC,0.107
1095539,MAP1LC3B,DMPK,-0.107
1095540,MAP1LC3B,ZNF365,0.107
1095541,MAP1LC3B,ABHD10,0.107
1095542,MAP1LC3B,GALC,-0.107
1095543,MAP1LC3B,EEF1AKMT2,-0.107
1095544,MAP1LC3B,SCGB3A2,-0.107
